1,2,3,4,5,6,7,8,9,10
798.0231585,-1490.193945,92.27393419,678.7747707,418.1931706,126.9688964,224.0771111,-150.1571286,21.10980339,32.84596084
-562.5483129,90.67816009,59.28142765,722.7685926,459.7853609,230.6121529,-135.8810699,178.4397516,325.5785867,292.4250972
-431.0706796,-396.4908942,30.46075705,1030.576455,444.6880692,-311.6048987,192.8573989,101.9875915,106.196236,-5.95973626
-349.6274009,-907.3746908,-438.0261391,1300.063446,-23.55349653,410.5872747,416.9015087,523.257961,68.99403598,-496.3781665
-490.057921,-2.259366039,293.3972819,873.5957573,389.2020224,579.1569514,-123.6025683,146.2775586,182.4404586,418.2308171
160.2959997,-790.2021077,-466.0879028,556.8730383,50.43993695,-44.78009016,-183.796341,352.3213245,633.04001,393.2746374
279.9248592,-914.5773041,345.1014774,444.1672341,215.0392589,518.6142115,295.1154224,-194.4972777,47.94967935,148.6293949
1114.972893,-951.2126825,784.8140537,856.2643837,230.8865329,195.6317549,-542.4815765,329.2413113,642.6503504,459.3421201
-663.3432343,-68.47300687,4.990321281,1170.238178,394.7453074,681.886917,-47.48380358,399.2819317,31.9743776,236.6558966
-569.7785373,-6.99327972,88.34711229,783.8628679,572.5425472,245.8955358,-87.39911645,-69.46870126,198.2178916,292.0549927
-646.8276558,-604.143955,242.9291768,1204.483384,873.940868,686.1422862,104.3675203,-14.32725469,67.05741679,269.0258859
1529.872475,-507.6994049,443.6952704,841.3997328,131.3458671,473.9520725,-356.0366335,-50.01135772,745.9391235,109.2893293
-626.2782418,-146.7301473,149.9016379,930.4483689,348.6210862,653.7010264,-44.2480642,335.2713456,138.8959455,219.2414688
372.3212989,-1638.35782,235.9119007,1179.856698,546.3064218,-113.240007,138.146956,71.61860274,-34.08695814,-22.68833823
32.29376357,-1344.367479,-687.4478358,1496.569442,-157.723153,480.5476033,188.2465176,-359.1400616,527.0842962,-103.3368249
-169.2762158,-1079.033091,422.8866121,1293.842886,890.7277131,-49.61039049,-244.8002419,-340.9460123,180.3420593,-202.2394784
1896.630745,-720.2253868,-513.6342358,1261.696853,270.390907,418.1314929,-623.4464144,544.0143342,568.684452,-133.7452089
-270.9415153,-1040.58972,338.8852982,1269.778204,719.8870306,-436.4583928,-43.10679831,-110.5782161,350.9711814,137.4405719
1214.587382,-550.2977477,219.0536517,743.86783,711.6044956,702.2737614,799.3922157,82.61744892,219.5303192,211.4710808
-177.1365864,-961.4549945,489.2284045,1253.739736,830.7352214,-49.10663225,-284.4112742,-279.2254885,132.8608368,-191.0954361
594.5458607,-999.2779973,1057.165581,621.5249852,457.3054014,370.3371235,-538.2046988,227.1091889,266.4530755,142.8817918
1429.576486,131.9184189,352.8100149,1114.60432,-277.8609432,-10.50515214,284.8431459,-163.4623776,432.3139299,405.6645463
-445.4422221,-502.6442482,430.6449556,1020.808035,671.7222793,-520.6584708,-84.99933555,-249.8910771,243.2883686,286.5784785
873.224537,-380.5846625,159.2931897,1677.335205,-151.4660673,140.5912389,146.014581,-122.4276776,749.399408,377.6551017
1132.147116,364.4598121,207.6319296,741.2022184,2.556477113,125.2631712,38.29682821,-22.37669305,187.2361951,140.7019066
938.7242503,-1706.828586,-435.57522,1110.630353,592.4532723,350.1079984,-428.8077623,600.4833373,-93.53789272,163.620984
1304.118884,-740.0362637,-227.9536524,583.5299555,740.5694708,311.007305,191.0329742,-116.5379315,299.6608564,322.0752489
-274.8527043,-747.0339176,331.0350054,988.4992102,666.0238814,-314.4957719,-118.6072049,-64.77985909,149.3510674,90.52081364
847.0372492,-711.2899394,-187.941572,357.1267355,651.6235679,804.8036051,250.974644,164.3924522,712.4719229,208.6577357
553.2789046,-937.98992,-145.3305179,473.6842848,241.5695369,210.1756356,-322.5099099,211.2265186,2.6533371,-323.8855179
-21.82312953,-1278.1623,386.5090856,1030.177796,557.1004744,-556.6297154,161.6730383,71.84104032,267.1317035,231.6632493
-29.03842031,-1202.754464,377.1647128,973.4688049,698.9194801,-388.0711472,69.87272687,26.57397148,150.0569288,34.98926479
-529.9645248,-257.2514144,380.8770573,731.2224959,918.3703541,121.9567593,34.0747714,-214.537835,-20.4938196,379.3414044
525.3191742,-1199.886749,-46.53749576,543.6689845,158.7347772,-136.0681807,-189.3791205,-213.3710795,188.5392112,273.4554076
-401.3511383,-589.636796,272.9464176,858.7456724,827.4863246,-337.6389057,-224.4358017,-251.2416696,115.7894409,86.09549072
-612.5897486,-205.6741887,24.38500642,854.3667918,459.2555145,491.7183223,3.198287604,198.3069424,219.8492708,242.1478519
