1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-1082.131686,-312.6788188,1358.612646,-442.4469769,941.9358562,-92.74407665,233.671526,-29.53951522,206.9050362,279.93434,359.7767314,-84.96308645,412.7667909,-240.7170984,147.3306829,539.801744,-58.35267698,-320.75312,-33.4134873,-179.727476,61.87033598,-351.3747316,226.0947339,390.9831032,120.9080248,-115.1292265,-5.462328609,230.3848079,-152.226446,-108.2569941,23.65040082,-263.4965302,37.04039929,-47.91328593,31.90511034
-562.1079791,-822.9520883,1032.901644,-773.214804,314.2593989,-44.23506423,463.8927235,42.10351185,-0.2967801,408.2010662,570.974073,299.9442472,-199.5610336,-87.01803232,-417.2314169,3.795998899,25.28253344,197.737517,-28.1802689,520.753349,-89.06082864,92.78867641,18.99209134,84.24002057,344.2593235,148.8298344,74.52675829,-144.1350268,137.2064621,-178.4584944,-40.84151951,309.9058507,-45.7770884,-206.7808268,-189.7739781
-145.9117447,-1798.431946,1719.282296,216.5641663,996.9956554,-874.1168165,-41.38997528,-184.5099441,151.7888761,-54.53945464,-8.196519314,145.8873148,321.628817,110.3791652,-60.46328138,180.7568726,121.9716608,26.54298012,-39.56486091,26.54495731,57.76164547,-226.007965,-213.7586131,-38.92295587,-183.0427286,105.563643,93.30098684,-204.6379533,-39.2937329,43.432803,-124.587906,87.49085893,51.24154477,13.43069391,45.2650576
-198.9626773,-1127.859786,772.6164132,-1750.964847,785.3392422,-552.4726418,-135.576137,-941.1418237,-147.6764053,-62.75481212,133.9754721,-337.3331596,-133.4840799,-425.3233696,206.1871949,603.1355808,-275.351161,178.2796431,325.9987597,205.3228542,-220.5114361,-624.8199694,-78.17880749,-11.19971343,84.82497176,-217.2056786,67.73416853,-48.54230877,-24.15220879,95.97345255,-137.3146625,65.97576659,155.7080786,155.211783,31.36809576
790.6926133,-923.132294,1119.967229,-32.33387637,569.0521944,-483.4149552,139.5433466,-753.954159,-140.2527819,91.01830352,64.68594169,123.9857933,-26.53325957,-454.0991075,200.9287124,247.218736,118.297004,428.7888501,145.5056056,455.811565,28.79297286,-171.1830799,155.8698162,-45.89744583,-71.53794229,-11.21818687,71.04904495,-257.0504232,21.13976653,48.32301981,246.9714205,-28.34657923,303.2574138,87.76522504,-27.00631074
-728.8022765,-1618.663398,1852.707436,-514.903241,163.917863,-570.9008889,296.8616655,-238.2709591,-230.705521,111.9018814,436.1916351,-29.69778797,-424.4652529,69.88008451,-50.95582177,277.3226814,313.6082534,275.3400483,-386.7654418,-270.0527885,24.92838701,-235.3293237,218.8784589,53.25483421,-182.2252215,-111.607454,123.8913988,272.3496322,103.078391,26.80086563,34.80198027,-23.49097931,-157.5749878,-15.51281508,-147.8093767
-424.6184786,402.9636767,986.7468604,-573.0758382,259.2584909,-371.1168782,-156.4464538,-113.8435145,-162.0152763,-31.21240226,-87.04657482,530.6403092,-563.2706107,-262.7436845,261.6595368,427.4976008,-59.58183015,-23.88665164,-376.2911049,-4.360163987,16.01266334,-18.33734102,83.66869656,-392.2892618,430.1913945,95.84489717,-41.36368519,-68.55761191,69.05377194,-207.2427536,65.28840712,255.5450237,-81.30499113,167.0414773,-421.7295751
-388.2042417,-640.0131815,2221.140529,-161.0370561,863.6752575,-978.9605474,-309.3295241,129.9843417,288.9658343,70.82452731,-369.9717365,-260.050653,349.9114741,-232.5427045,-181.3502932,116.216641,-250.3354905,183.2761292,-37.26967336,43.10103518,-96.4424128,-279.8983016,11.70640021,-56.82850024,10.16316271,185.5252866,-128.1778611,-464.8702734,-125.113463,128.0037065,-128.0219452,34.77605834,125.269079,9.128696892,9.097860407
-75.73754914,-727.6502906,1384.377422,-1799.84589,595.8474825,-923.7083046,-215.2522634,-55.80943314,45.72624666,107.2895611,-150.6595835,-423.8829725,-145.8800817,49.48359344,-96.33704659,384.3223657,162.396522,79.04011822,-236.593634,273.5190079,-239.7160215,-544.3493552,104.0140035,229.1486613,85.63776289,-264.8591926,-62.73053263,-71.20031072,315.8351438,-91.80025203,170.9440968,81.36731082,-33.40127902,65.51633801,-30.22851602
34.69031279,-819.0900234,1366.677533,336.2245882,649.8703323,540.1400473,-241.0875758,146.14945,27.20715517,247.3362933,407.0022044,-541.9925797,-147.1224259,107.1378257,-138.4543041,391.6064707,108.3072477,376.1750258,-45.79152966,-46.14798216,-146.5332181,-21.30050208,-180.8190728,-98.77577272,-94.20860007,-209.6961439,22.9897728,21.45551744,60.14020215,-64.82974837,220.9517389,6.313851587,-73.73160219,-175.7222473,-205.2758486
2.760417809,208.143444,1513.493017,-287.3936888,870.7985706,-296.2656769,-74.00665264,441.2949294,-122.5806431,218.9443763,289.5490937,-265.9346372,-89.46652661,77.32770102,340.853418,413.3205003,-20.66792795,91.21009016,144.0014039,298.4710225,-246.2907486,-96.87786104,247.0660654,205.8529709,-351.9126447,32.75017549,-271.39253,-319.5151097,-14.52446548,-36.08574473,-70.89695067,48.78074107,-55.30316381,65.2073085,33.22113801
-560.3319782,-411.7095023,1585.762383,-436.2783222,1136.626202,-357.0107669,-116.3250393,351.6282883,-358.3732108,151.7421536,58.96129566,-200.5127936,302.2222581,145.4379114,193.7956042,130.3555513,-150.8245816,264.2802755,59.25367754,-165.6470318,-14.5628467,-67.96525476,19.09935267,111.997751,-586.1906066,218.0664267,92.76091995,-276.7544499,-10.82101432,189.5956006,-98.74601643,-34.49235912,-11.4367016,-2.049975127,-31.67654918
-308.3578683,-1374.593202,1351.958392,431.6366727,1011.212047,-1034.348085,-378.7770652,-129.7570147,448.4440614,72.72733968,539.8937168,95.18474011,470.9091928,-40.77797908,-187.6613183,164.7938201,40.17477253,-274.731097,13.41924418,182.3469189,95.93510986,-344.4531682,209.7831909,-94.76352874,224.1590304,-174.2286598,9.952556377,-135.0041469,-165.1029141,86.13474821,-111.7531319,6.935444849,-39.30204675,-21.01012474,-57.77101623
-431.9828145,-658.5449553,2025.457389,-277.5874167,1034.97422,-522.3804054,-64.85926812,335.3612935,95.14592998,122.0825718,70.95794006,-266.2868421,432.2494864,140.4550706,-16.25097782,127.7353704,-139.0283369,260.835972,158.1942265,-279.3754026,-105.4461768,-168.2343534,26.81816677,174.6623994,-324.7225008,141.2542615,57.62463583,-24.98963227,-119.2025973,119.5708288,-241.3724874,142.5847907,-51.06133799,-10.27451704,40.40030726
-1142.176302,-559.461298,416.7770302,-76.03047198,-27.8502093,-638.1748747,-402.5278731,-408.4951509,191.6737642,478.2348344,72.48280162,-161.8185569,-106.00243,317.2713798,-46.40286268,51.26966071,46.89545357,66.1043569,171.0819742,221.3033402,-367.9486175,35.64950685,298.941695,-263.0074392,23.52577763,-44.05775359,417.1415718,-126.3232321,80.79172708,130.7659689,-167.6677877,63.03658707,77.72626358,257.4015508,-325.3042087
404.0695733,-524.3927126,646.0510784,-330.8903744,379.4838319,153.1433414,-221.8107081,-505.2778916,477.2506242,683.6907199,356.8278333,-83.83614277,-163.8113147,-64.20749435,-89.79468596,231.5805655,-44.68095757,152.3875805,-397.6153112,-75.08665014,51.79852834,-502.3129348,-164.1599927,-2.775097078,-146.5132477,132.1322531,179.2156378,-89.91548061,241.6660678,100.2111859,52.00429862,-69.89510689,130.6296914,1.809920962,-89.58688713
-334.9501263,-1110.826332,2235.28299,427.9687842,43.38170292,-485.7288928,-436.3968272,-106.9700465,380.7616994,206.7713374,-276.2463333,-65.62132063,-8.752933431,-446.3197915,150.3218191,65.49187533,-402.4536139,-20.80311412,-319.412786,244.8820819,-156.1866794,-237.7163375,-246.9053279,-32.03424592,243.2945706,-48.84034594,104.4727395,-274.6959909,-10.73845698,-225.116201,-181.3040868,41.54805674,192.9587173,186.6584353,-74.21035249
-255.4413182,332.5092568,2042.674556,-270.6910427,674.5878481,-632.8922041,-327.4296621,298.9013751,251.4013061,113.5057746,67.0653665,-121.1097215,-9.088772409,-271.0854317,296.1876652,448.4418287,-267.2846245,-133.2851945,-125.7331841,172.8248444,-399.11734,-270.4425495,123.3822358,120.8390586,-133.5609482,113.3045348,-419.465106,-256.0939101,30.97424998,-19.89057292,-122.1610402,142.9070589,157.2043561,7.569386006,69.94537878
-53.79093139,-319.9316453,1756.47181,355.8925114,322.914671,-352.1961399,-466.8092864,-260.3962598,8.434755446,274.9300578,424.8301495,-175.647657,-514.0370495,39.95095319,-70.91451824,65.46885164,-182.6078725,532.6731579,-207.209397,-155.8271164,83.61225479,-70.10661344,18.69933433,171.3129612,178.1219451,77.09946837,412.514615,-48.77537445,228.3546285,-6.241785881,206.5324646,210.9804636,96.19352028,-192.1326479,111.9319535
-747.7980928,83.57135394,1488.875512,-377.8837274,978.4308832,-84.97021575,129.6399464,191.8960844,-204.322683,-26.96535724,416.3626679,-75.80037688,-85.90599663,223.0687888,176.111886,390.3138167,-188.0824323,-0.40520339,2.052233266,76.78058789,-348.1500938,-141.0440674,197.2826324,330.3406656,-292.3102592,192.172357,-110.4416085,-5.133004459,44.0789604,102.776879,-68.25645291,25.86330169,53.41555759,-36.40212021,74.45691058
-934.7138354,-1079.08086,1963.279248,72.61364036,816.1921663,597.4901744,-117.8277901,-130.1257178,254.6789838,93.22088321,-394.9178719,-51.80548251,-669.1593409,-98.33270846,4.705547969,152.0343622,239.4775833,6.608938108,60.12210248,368.7336905,169.9548281,-149.0547594,43.85645932,-140.9715966,-48.65625519,-75.66340504,166.2737006,97.17182767,-16.71071523,147.6436172,-138.0127608,-80.56421247,239.1000878,-134.1831663,119.1327101
