1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
798.0231585,-1490.193945,92.27393419,678.7747707,418.1931706,126.9688964,224.0771111,-150.1571286,21.10980339,32.84596084,-4.068129109,-161.1023378,-692.4980955,-486.6724069,476.0429441,200.5924121,-133.4762796,-205.9689027,20.6780116,45.52081669
-562.5483129,90.67816009,59.28142765,722.7685926,459.7853609,230.6121529,-135.8810699,178.4397516,325.5785867,292.4250972,-464.330669,110.3024796,-137.9002605,-157.2842557,-11.04843964,250.2009474,461.9703447,94.9579579,-17.61432934,203.7688666
-431.0706796,-396.4908942,30.46075705,1030.576455,444.6880692,-311.6048987,192.8573989,101.9875915,106.196236,-5.95973626,-432.5547643,290.9174672,-289.9051334,-73.79664565,-97.45626502,269.9613974,19.62760516,160.8353149,-203.1113069,77.85656727
-349.6274009,-907.3746908,-438.0261391,1300.063446,-23.55349653,410.5872747,416.9015087,523.257961,68.99403598,-496.3781665,-414.0258868,19.98594627,-82.20217004,-560.7641544,8.357901872,19.5693115,29.82042076,209.8445466,-152.0141387,261.5768734
-490.057921,-2.259366039,293.3972819,873.5957573,389.2020224,579.1569514,-123.6025683,146.2775586,182.4404586,418.2308171,-738.6232283,141.0023227,-101.1172472,-13.44204187,181.8949076,57.32976022,167.7045391,241.4360673,238.5319274,276.677162
160.2959997,-790.2021077,-466.0879028,556.8730383,50.43993695,-44.78009016,-183.796341,352.3213245,633.04001,393.2746374,-49.50312388,-264.2915346,-137.3067016,-79.86354016,-34.35059026,245.0282565,-407.1797496,165.25695,-224.1065094,286.6450554
279.9248592,-914.5773041,345.1014774,444.1672341,215.0392589,518.6142115,295.1154224,-194.4972777,47.94967935,148.6293949,-11.96164663,-480.653886,-680.8206205,-372.4780071,-161.5879482,173.2591132,36.6650214,-289.825458,-268.4459144,-229.2079774
1114.972893,-951.2126825,784.8140537,856.2643837,230.8865329,195.6317549,-542.4815765,329.2413113,642.6503504,459.3421201,-13.86298602,228.8506257,-445.8276874,-7.761197279,-353.4516385,321.423957,371.4209977,-473.2685645,113.3505624,95.92295636
-663.3432343,-68.47300687,4.990321281,1170.238178,394.7453074,681.886917,-47.48380358,399.2819317,31.9743776,236.6558966,-468.8379813,137.2640797,-190.0901933,-351.7253063,25.86115896,-142.0561648,118.2522181,79.6008564,110.3694798,156.9741628
-569.7785373,-6.99327972,88.34711229,783.8628679,572.5425472,245.8955358,-87.39911645,-69.46870126,198.2178916,292.0549927,-538.2182904,87.18330659,-297.9057751,29.73607471,-4.612218746,401.2043216,183.2966582,0.250275036,-105.2515766,209.2548917
-646.8276558,-604.143955,242.9291768,1204.483384,873.940868,686.1422862,104.3675203,-14.32725469,67.05741679,269.0258859,-338.3377766,-76.18982938,-425.0007905,-100.782677,-60.34915659,201.6422091,135.8122723,152.2527985,-20.30037187,169.1681414
1529.872475,-507.6994049,443.6952704,841.3997328,131.3458671,473.9520725,-356.0366335,-50.01135772,745.9391235,109.2893293,42.03667483,47.43190271,-311.4808475,-299.0180807,-112.3327026,290.6260753,135.3918652,1.995844439,-54.13375339,57.10316798
-626.2782418,-146.7301473,149.9016379,930.4483689,348.6210862,653.7010264,-44.2480642,335.2713456,138.8959455,219.2414688,-509.6898238,57.89463994,-261.8857317,-356.5020297,43.26501078,-36.1310774,92.9524922,215.973304,87.79737733,245.8688656
372.3212989,-1638.35782,235.9119007,1179.856698,546.3064218,-113.240007,138.146956,71.61860274,-34.08695814,-22.68833823,-138.8128792,83.56802365,295.2593053,-161.2921788,-108.96443,97.7875572,-385.4787473,29.13552999,114.7166163,280.6212314
32.29376357,-1344.367479,-687.4478358,1496.569442,-157.723153,480.5476033,188.2465176,-359.1400616,527.0842962,-103.3368249,-398.587564,10.08347657,-180.1522647,-148.7112073,-150.6633507,218.1569855,41.13205512,-94.27614594,-142.0182383,349.5467808
-169.2762158,-1079.033091,422.8866121,1293.842886,890.7277131,-49.61039049,-244.8002419,-340.9460123,180.3420593,-202.2394784,-37.92467446,57.56420674,-239.881307,-224.6894103,-344.7984775,143.3095243,-139.3380796,40.6017739,76.40980404,364.7145393
1896.630745,-720.2253868,-513.6342358,1261.696853,270.390907,418.1314929,-623.4464144,544.0143342,568.684452,-133.7452089,-653.3359403,-271.3859868,-397.6076897,-232.5643296,-121.0552345,649.9658889,-296.0939759,-3.328984922,-167.8890793,-100.5333181
-270.9415153,-1040.58972,338.8852982,1269.778204,719.8870306,-436.4583928,-43.10679831,-110.5782161,350.9711814,137.4405719,-48.12136076,-169.9385562,60.03543436,-483.2530552,-60.87930217,197.485477,-386.2287538,-140.6852417,-291.4957551,117.2173302
1214.587382,-550.2977477,219.0536517,743.86783,711.6044956,702.2737614,799.3922157,82.61744892,219.5303192,211.4710808,-184.5807816,393.6561974,-309.9907156,-283.1433702,-141.4788568,317.4719241,-418.5898527,-26.94057825,-318.7918824,273.4356234
-177.1365864,-961.4549945,489.2284045,1253.739736,830.7352214,-49.10663225,-284.4112742,-279.2254885,132.8608368,-191.0954361,-156.7484434,-13.81007089,-157.2410772,-218.9145003,-333.8446827,45.66857086,-269.6354716,88.66551975,38.68034132,358.4325529
594.5458607,-999.2779973,1057.165581,621.5249852,457.3054014,370.3371235,-538.2046988,227.1091889,266.4530755,142.8817918,327.6557598,-53.70934942,-474.6945692,-281.3674887,-305.4726412,188.6882298,207.46674,-130.9092413,-147.5490976,-0.308428439
1429.576486,131.9184189,352.8100149,1114.60432,-277.8609432,-10.50515214,284.8431459,-163.4623776,432.3139299,405.6645463,-676.8897015,-42.21703631,-334.5181227,-254.1952865,5.77109234,96.3653838,-279.0169597,239.5210015,-47.22087101,313.2689651
-445.4422221,-502.6442482,430.6449556,1020.808035,671.7222793,-520.6584708,-84.99933555,-249.8910771,243.2883686,286.5784785,-250.1300097,-67.64418643,-312.5870844,-339.3722894,-168.1178373,215.0314634,-115.9544843,34.39822321,-322.7604777,27.09880996
873.224537,-380.5846625,159.2931897,1677.335205,-151.4660673,140.5912389,146.014581,-122.4276776,749.399408,377.6551017,385.8793572,202.9496157,224.8242651,57.41182948,-123.2150918,383.8895635,-239.0373787,-31.08957009,329.3714972,-270.3782687
1132.147116,364.4598121,207.6319296,741.2022184,2.556477113,125.2631712,38.29682821,-22.37669305,187.2361951,140.7019066,-466.6450362,-296.84021,-133.6939793,-326.2960704,59.73169962,-180.5068802,-221.6031246,80.43107583,-334.4683717,239.7791737
938.7242503,-1706.828586,-435.57522,1110.630353,592.4532723,350.1079984,-428.8077623,600.4833373,-93.53789272,163.620984,-408.1204662,-292.3408152,-260.7577098,-243.993852,-306.7176318,218.4878829,-270.2419112,-308.2889155,-11.0962891,212.5606705
1304.118884,-740.0362637,-227.9536524,583.5299555,740.5694708,311.007305,191.0329742,-116.5379315,299.6608564,322.0752489,-288.0132939,346.2822549,38.75987713,-34.41330514,30.42739012,-81.82018017,-46.69914997,-358.1697861,-17.22131797,-2.428912946
-274.8527043,-747.0339176,331.0350054,988.4992102,666.0238814,-314.4957719,-118.6072049,-64.77985909,149.3510674,90.52081364,-157.4236775,-184.1719462,114.3873272,-472.8881588,-92.13498712,125.3909777,-195.3134904,-198.6927739,-330.866635,165.1444962
847.0372492,-711.2899394,-187.941572,357.1267355,651.6235679,804.8036051,250.974644,164.3924522,712.4719229,208.6577357,-76.69002726,-185.2526544,-144.6990226,-141.9982294,-43.56251829,290.032465,-102.2403335,185.9750817,-472.2361666,47.19945095
553.2789046,-937.98992,-145.3305179,473.6842848,241.5695369,210.1756356,-322.5099099,211.2265186,2.6533371,-323.8855179,-370.4261848,-29.83547758,-371.7296803,49.58390411,-287.6006463,228.7500928,-74.03910707,42.57273205,232.1135769,158.5250256
-21.82312953,-1278.1623,386.5090856,1030.177796,557.1004744,-556.6297154,161.6730383,71.84104032,267.1317035,231.6632493,-101.9460632,-31.99063729,-38.23707992,-290.1844776,15.50727573,173.4180248,-425.5534985,-122.3775937,-10.88716639,261.8655926
-29.03842031,-1202.754464,377.1647128,973.4688049,698.9194801,-388.0711472,69.87272687,26.57397148,150.0569288,34.98926479,4.317958249,-12.98539398,89.89182264,-323.8408504,-4.371764874,289.6559772,-344.3970778,-1.482909626,28.31500049,384.9838278
-529.9645248,-257.2514144,380.8770573,731.2224959,918.3703541,121.9567593,34.0747714,-214.537835,-20.4938196,379.3414044,-418.3815486,-143.5207274,-339.0061366,-59.54582039,84.61707281,323.5629037,-45.69726667,-164.7903434,-133.1188188,-37.53697664
525.3191742,-1199.886749,-46.53749576,543.6689845,158.7347772,-136.0681807,-189.3791205,-213.3710795,188.5392112,273.4554076,-356.7057286,-672.9099612,-51.81884015,-352.0785591,-24.1194214,105.955803,-268.9242327,-170.2303815,-71.0294809,120.2787109
-401.3511383,-589.636796,272.9464176,858.7456724,827.4863246,-337.6389057,-224.4358017,-251.2416696,115.7894409,86.09549072,-200.8156703,-103.741497,-198.1935129,-425.085399,-85.02572012,388.082437,-263.5240197,-125.785946,-344.9152213,159.3713496
