1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
26.98561059,-4.70843529,4.264904477,4.98875212,-2.33751434,-4.785947645,0.971096452,-0.607478004,4.06955663,2.446505838,1.334807654,-1.238749352,-2.256129288,0.436346986,3.39163648,-2.891206107,-2.45289951,0.378845764,1.2371492,1.30982325,-0.401788739,-1.330263318,-0.139521349,-0.731974948,-1.083319121,-0.252466493,-0.272870615,0.77729122,0.542136558,0.45337737,-0.504763068,-0.445711181,-0.013028253,0.83962415,0.72687872
19.26303634,-4.819003161,-8.585992848,4.728870827,-0.842048396,-2.556210064,4.647505815,0.061744137,-0.172152284,2.719771975,0.242535845,-2.032502934,-3.791510603,2.52071283,3.631945723,-3.900513152,-0.50614508,0.345070508,0.276640469,0.401053177,-0.515802688,-2.071819633,0.200919945,2.010068809,1.466240347,0.871241145,1.649428429,0.330567911,-1.694957649,-0.178812199,1.209617207,0.979894028,-0.186943943,1.399743227,0.267484214
28.93749808,-4.922932951,3.948454386,4.503888221,-3.069162243,-4.454512175,1.666624048,-1.050362252,3.839189954,3.171115209,0.528264791,-1.947930071,-1.074591812,0.041786425,2.548163861,-1.816613176,-2.624887431,-0.689369154,2.544077769,1.901139557,0.519746892,-1.43972104,1.690695593,0.114918381,-0.082175069,-0.761832944,0.158331023,0.636795183,-0.048593846,-0.748015725,0.58067793,-0.301531207,0.355458307,0.525415116,-0.201891917
21.55410632,-14.2935484,-5.398223299,4.57159934,1.991568351,-2.480843742,-0.736704081,2.226729173,1.334189211,7.345558054,0.813043469,-2.552931069,0.450288604,-2.088430035,1.870043233,-2.764815162,-2.146918563,2.276858603,-1.493207977,-1.339975476,0.006124856,-0.24473748,-0.320029436,0.953765842,0.290896549,-1.39836482,-0.73397332,0.293480178,-0.611845927,-0.986697796,0.433054171,-0.7300425,0.069387073,0.992939337,-0.266378933
17.60473126,-7.67383413,4.841152681,-2.233600362,-1.274478935,-2.775745808,0.971136291,-3.520016575,-0.743942134,6.148654211,-0.23108136,-5.22278079,-1.3066967,1.755789016,3.459570551,-4.195541865,-1.606412014,0.504962815,0.767905769,-0.93814957,-0.827441437,-1.028196262,-0.695577697,0.61369565,-1.332158176,-3.070956354,1.39373922,-0.265453865,-0.697239365,-0.171716846,-0.321116241,1.573377411,0.930847826,-0.350253574,-0.357971985
23.00132292,-10.3752172,-8.369236294,0.207160551,-0.639214386,-5.510752106,2.152542101,-3.968736515,3.947890031,3.939274854,-1.800364705,-0.53466284,0.042516246,1.576984628,1.374890026,-2.43748513,0.226140854,2.681179817,2.384061119,-0.998284885,-0.997503549,-0.567944506,-0.269320195,-0.632956934,-0.520980365,-1.23294023,0.030146165,-0.786323729,-0.308204654,-0.38943446,1.103389405,0.586964317,-2.130572782,0.298312602,0.396862675
21.94870482,-18.15964129,-4.249161425,5.450610898,3.331279724,-1.441980659,-1.054481443,2.041910941,0.933376218,6.854385881,1.059483123,-2.73684036,0.858173919,-2.395812421,2.029587757,-3.199448265,-2.195509114,2.328738078,-1.17529633,-0.716970632,-0.394167908,0.213338753,-0.975431829,1.401738132,0.237710736,-1.757443409,-0.083024082,0.474164767,-0.9010369,-0.950931774,0.625084443,-0.951641083,-0.152303328,0.707338941,-0.38523862
26.40715514,-14.85719424,-7.89054269,1.793911514,-3.221938527,-3.577320092,0.921138966,-0.759223696,2.539132586,1.531214477,0.958918792,-2.352115483,-0.868322971,0.567827987,3.033075134,-2.167590763,0.461165043,1.260804975,1.499278379,-3.394511727,1.057451679,-0.656424563,0.532369661,0.552238633,-0.392762475,0.946346266,-0.282436848,0.195444788,-0.554167932,-0.593405287,-0.672769532,0.337156843,0.159303657,-0.195971079,-0.040420626
12.30765432,-3.277403337,-7.548777007,1.038220536,0.291504051,-0.958141584,3.463781579,-0.32269906,1.372255728,2.508268461,-0.365306998,-0.777351228,-3.877181915,0.712309227,2.717058554,-4.59043277,0.416275004,0.676089063,2.57040356,1.260746795,-0.356960649,-0.321243877,1.248389192,2.853453667,0.115511001,-0.074326005,0.888108311,-0.735322022,-1.254095569,-0.859694477,-0.400348694,0.933462553,-0.895448874,1.138084897,-0.275186269
16.7825783,-6.128963522,4.612615605,1.00727607,0.98158151,-1.706931568,1.749068503,1.639164921,0.646404569,3.759000373,-1.973201683,-1.163444223,-0.006915385,2.737315025,1.801649874,-1.198341222,-1.228025643,1.839273792,1.773238728,-0.118662122,0.975181624,-0.338205721,0.033351995,0.014224511,-0.889123855,1.407777827,0.34687126,-0.073361391,-1.432030673,0.236935896,-0.558814193,0.568986709,0.460650677,1.569607707,0.465117845
25.16187566,-13.71143265,-9.02716908,-0.484984953,-1.270228409,-4.069066052,0.698108515,-2.148591948,4.494301356,2.11691845,-0.92095632,-1.795341655,-0.39678354,0.764402824,1.958419548,-2.851586039,-0.714959089,2.096243219,1.943556872,-2.603431147,-0.849920753,-0.879216095,0.766594158,-0.425832395,0.566714352,-0.263677586,-0.236660322,-0.528776999,-0.996810144,-0.902060289,-0.178711602,1.088758615,0.308076483,0.523017334,-0.267204704
29.78955074,-3.343320769,4.044112836,5.717475985,0.301210797,-4.496266874,1.78947148,0.433679101,3.394463604,0.826177299,-0.288010768,0.074074191,-3.112193407,-0.265980815,2.354004476,-4.662032099,-0.428674318,1.91712113,-1.546157385,-1.057365963,-1.051443341,0.1904244,0.882170845,-0.10539044,-0.854557952,-0.53977803,0.726945553,-1.026062917,0.021052163,-1.334861198,0.012437716,0.219454178,-0.632885768,0.506455124,-0.722555261
25.468363,-9.155983238,-8.213827311,2.164591111,-5.518102194,-3.294325432,2.774029998,1.206015305,1.41839057,2.113221942,1.276597215,-3.105643186,-0.798464044,0.901491903,3.45561526,-1.928251084,1.028114638,1.671116932,0.43899136,-2.401934033,1.641087652,-0.514056312,0.382995322,1.63211764,-0.657226039,0.755818091,0.323249166,0.254555534,0.033697061,0.844618013,0.139122297,0.293490395,-0.81488506,-0.026732567,0.165995667
22.00435229,-7.99650188,5.307682614,-1.147164639,-2.976969178,-4.324787988,0.696597467,-3.019755523,0.503738364,4.906372677,-0.594276164,-4.876548185,-1.77069554,1.748642297,2.452789795,-4.366559555,-1.998708084,-0.318315008,1.290841733,-0.626189933,-0.515482477,-0.03992763,-1.31923464,1.498990324,-0.744970709,-2.785089768,0.838237106,0.516004275,0.403438343,0.470279475,0.622910343,1.394618565,1.097866857,-0.991170679,0.045797089
32.63803595,-6.852281763,1.126302436,2.435654479,-0.014073739,-6.75125929,8.404684902,2.645838238,4.477665593,1.861238371,1.70194878,-0.163480587,-2.692400523,-1.965945375,0.665479497,-3.366660649,-2.386737308,0.999904162,1.759027528,-0.930632012,-0.345183318,-0.424508471,0.734835969,2.480254648,-1.616898257,0.153155646,2.071579052,-0.778503296,-0.015138948,-0.150626503,0.761080665,0.525374153,0.191895681,-1.084569299,0.100260551
14.82162438,-5.122690631,3.595599975,0.803661847,-0.609357727,-5.115038045,2.707146867,-1.928519388,0.264567556,1.148302135,1.77520468,-2.405473879,1.03108299,2.040441162,-0.279246336,-4.25045444,0.338897979,3.482631997,0.931167219,-0.196175913,-0.173666878,-1.785339771,0.406675009,-0.059027873,1.155881895,0.387905041,1.780686618,-0.40002595,-1.05535069,-1.208474878,-0.523546397,-0.697624678,-0.090951498,1.172239221,-1.496031289
19.41414201,-18.37850717,4.097122603,6.414074236,-1.181630128,3.920970277,5.800492439,-2.72762878,1.850649496,0.336344296,-0.892936172,-1.546638435,-1.807749585,1.287703751,2.668754311,-2.263567599,-0.884569542,3.734741122,-0.756168603,-1.240081029,-2.04100868,-1.674153036,2.132121478,3.142381121,-0.910770136,-1.546734881,-0.188201885,0.070766851,0.058140091,-0.726990407,-0.174032177,0.304111327,-0.268544318,1.175976836,-0.784017485
37.41117543,-2.873679451,1.349228142,-3.851589775,0.477995328,-0.502145624,0.36480067,-2.974279816,0.231517466,3.267871384,-0.796316763,-2.632830769,-3.905998584,0.977349342,1.754290026,-2.899849987,0.161391719,0.783754297,0.651763127,-0.168040796,-0.313575914,0.849537798,1.214401805,0.411279312,-0.81612087,0.178843624,0.765923768,0.654248955,-1.499425225,0.31457051,0.319761483,0.646799708,0.105328938,-0.251037177,-1.168646415
27.44240106,-19.03647159,-0.734574526,3.362194864,-5.085350819,0.108174524,2.598802326,0.277331378,0.443264558,0.056445482,1.639703984,-1.841519127,-0.625083304,-0.474151592,0.942095382,-1.815447717,0.453834178,1.860198058,2.185295966,-0.840314444,0.036913418,-0.08739403,0.388633905,-0.158996959,-1.935463553,-0.640677008,-0.507128404,0.243222104,0.352624702,-0.164866061,0.787127106,0.752621276,0.659845141,1.592631005,-1.944872345
