1,2,3,4,5,6,7,8,9,10
-81.44638072,1783.428492,-998.2769718,606.1560975,-596.3950237,58.21408717,260.2872131,-287.8520807,86.48919906,230.7265258
389.8245417,870.2349673,-93.06257905,-112.2593977,-605.2309202,79.92424869,309.6777302,273.8198803,-280.9339144,-435.5663727
-33.74851419,1333.859802,49.4040024,175.6569269,-247.2304124,-336.1576817,-165.6479713,-61.69357196,-321.603595,-241.0518805
669.8336772,1575.418648,-171.1579022,605.7542856,-1330.47242,-1026.19765,326.0253782,52.37009805,-212.9341754,-139.721088
178.0373243,1772.474445,-484.6738514,543.5142581,-577.2567547,-312.5714496,8.329058405,-27.497798,-704.3996628,-409.9229033
886.8364402,1368.27747,-528.6621579,104.3240765,-1490.674007,-381.0826392,101.3629413,340.7007087,-129.8819727,-512.0121712
587.649895,1323.99713,-1171.067195,401.8476681,-936.7237054,90.41141108,-11.72079834,139.9450698,-345.6656209,-682.0151739
344.4685701,1202.36835,-943.7686077,881.9326206,-846.9147996,64.95630401,336.1830037,71.85453882,-389.2294082,-91.61057221
-70.96580803,1450.296954,-1159.66951,421.0908659,-601.7593361,375.068951,471.6560393,-99.06479043,-514.7961753,195.6776781
-164.2860477,1902.57787,-812.8932458,286.6472581,-800.988047,-282.9647947,-94.20859942,283.0675064,16.4223682,135.9657203
311.3337064,1609.516259,-997.8511839,450.0073123,-972.4938463,326.7301816,359.6248095,30.59365156,-445.2960127,-124.0827765
3.552733551,1645.949074,-29.272695,-207.7556578,-1207.659428,-322.4876533,20.88555624,-107.9673896,-65.36140745,-435.4956315
224.903158,1661.507636,79.61446151,-189.5022782,-1192.566155,-692.7834706,17.35876101,179.5365559,-169.2733549,380.3727377
921.4828874,1005.385511,-1069.258022,564.5430367,-1582.333007,-177.9997501,1.532251737,-113.1826534,-130.1035183,-237.2282006
499.9769718,1648.025828,-436.5735371,1063.225687,-731.6167934,-585.9988257,370.4918387,-118.7413277,-296.2963233,-235.8781651
216.1888784,1902.453049,-856.2684762,173.8318038,-207.3098387,-396.2510059,-0.768046099,14.28657416,-400.6450092,-240.8596616
459.6770742,1542.309638,-1230.923708,556.7327215,-755.555329,-168.3693493,17.09963715,258.0679964,-527.8632263,-150.2462262
